Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
Cline-Holmes,Secured zero administration challenge,Lost,5/5/23,3/15/22,New,39000.0,BDR Outreach,Inertia (Provide Details),Business Organizations; Commercial; Construction; Environmental; Government; Labor & Employment; Litigation; Real Estate,23.0
"Moody, Wilson and Parsons",Innovative empowering info-mediaries,Lost,2/16/23,3/8/22,New,39000.0,BDR Outreach,Inertia (Provide Details),,41.0
Dalton Group,Multi-tiered analyzing moderator,Lost,5/5/23,3/1/22,New,39000.0,Cold Call,Inertia (Provide Details),Cannibis; Construction; Finance & Banking; Government; Intellectual Property; Labor & Employment; Litigation; Native American; Real Estate; Tax; Water,25.0
Reed-James,Decentralized multimedia definition,Lost,1/30/23,1/26/22,New,39000.0,Cold Call,Inertia (Provide Details),Bankruptcy; Employee Benefits; Environmental; Litigation,29.0
Rogers-Brown,Function-based incremental system engine,Lost,5/5/23,1/26/22,New,39000.0,BDR Outreach,Inertia (Provide Details),,18.0
Simmons LLC,Fundamental real-time circuit,Lost,5/16/23,11/1/21,New,39000.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,38.0
"Johns, Ellis and Gaines",Multi-channeled interactive intranet,Lost,8/21/23,6/2/22,New,39300.0,RSVP-National ALA-cocktail party-MAY 22,Feature (Provide Details),Nonprofit Organizations; Tax; Trusts & Estates,22.0
Krause Group,Expanded intermediate portal,Lost,1/24/24,11/7/23,New,39500.04,BDR Outreach,Inertia (Provide Details),,12.0
Johnson-White,Intuitive leadingedge paradigm,Lost,2/3/23,11/30/22,Upsell,39600.0,Inbound-ContactEase-DemoRequest,Functionality (Provide Details),Appellate,130.0
Wright-Long,Decentralized bi-directional moratorium,Lost,10/10/23,6/28/22,New,39600.0,email-ALA 2022 RSVP-4-051322,Inertia (Provide Details),Litigation,28.0
Mann PLC,Networked object-oriented leverage,Won,11/30/23,7/6/22,Upsell,40310.4,Cold Call,,Class Actions; Employee Benefits; Immigration; Labor & Employment; Other,44.0
"Santana, Anderson and Williams",Mandatory upward-trending definition,Won,9/30/24,8/15/24,New,40372.44,*Consultant Partner,,,158.0
"Jackson, Eaton and Castro",Cross-group executive focus group,Open,12/31/24,10/2/24,Upsell,40800.0,Check-in Call,,Appellate; Commercial; Construction; Energy; Healthcare; Insurance; Labor & Employment; Legal Malpractice; Medical Malpractice; Other; Personal Injury; Product Liability; Professional Responsibility; Railroad; Real Estate; Sports; Utilities; Workers Compensation,24.0
"Sampson, Smith and Underwood",Programmable heuristic circuit,Won,6/22/23,6/12/23,Upsell,40800.0,IGNITE-2023-registrants-013023,,Not Applicable,54.0
Simpson-Barry,Automated clear-thinking website,Open,11/22/24,9/27/24,Upsell,41184.0,Cold Call,,Corporate Governance; Labor & Employment; Litigation; Other; Real Estate,28.0
Adams-Ayala,Optional composite implementation,Open,11/25/24,7/5/24,Upsell,41184.0,No Known Campaign Source,,Corporate Governance; Government; International; Litigation; Other,24.0
"Calderon, Olsen and Burke",Object-based tertiary capability,Lost,3/10/23,8/16/22,New,41400.0,BDR Outreach,Inertia (Provide Details),Administrative; Business Organizations; Government; Labor & Employment,11.0
"Fisher, Ortega and Guerrero",Advanced neutral ability,Lost,3/11/24,7/18/22,New,41400.0,WR-Demo Request-0622-ABM PerfectLaw-PG1086A1,Functionality (Provide Details),,37.0
"Parker, Buckley and Grimes",Configurable mobile neural-net,Lost,10/2/24,7/6/22,Upsell,41400.0,Cold Call,Inertia (Provide Details),Appellate; Criminal; Family; Finance & Banking; Litigation; Mediation; Other; Personal Injury; Real Estate; Trusts & Estates; Workers Compensation,15.0
"Chandler, Scott and Santiago",Balanced discrete toolset,Lost,2/6/23,6/23/22,New,41400.0,Coyote Transfer Opp,Inertia (Provide Details),,24.0
Franklin Ltd,Open-architected 3rdgeneration moratorium,Lost,10/17/24,10/1/24,New,41700.0,Referred by Client,Price (Provide Details),,2.0
"Johnson, Pacheco and Holland",Synchronized upward-trending emulation,Lost,10/11/24,8/22/24,New,41700.0,*Partnerships,Functionality (Provide Details),,24.0
Hunt-Clay,Virtual discrete collaboration,Lost,10/11/24,7/30/24,New,41700.0,BDR Outreach,Functionality (Provide Details),,19.0
Benjamin-Ruiz,Front-line multi-state projection,Lost,10/11/24,7/23/24,New,41700.0,email-National ALA-2024-050224-preshow,Functionality (Provide Details),,13.0
"Price, Gonzalez and Lane",Ergonomic object-oriented adapter,Lost,10/9/24,6/3/24,New,41700.0,*Partnerships,Inertia (Provide Details),Family; Litigation; Trusts & Estates,21.0
Daniel-Zamora,Multi-tiered real-time budgetary management,Open,12/31/24,5/7/24,New,41700.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,,,58.0
Hernandez-Glenn,Vision-oriented reciprocal project,Lost,10/16/24,3/14/24,New,41700.0,WC-Gated Asset-0224-Legal Practice Financial Management Guide,Feature (Provide Details),,10.0
"York, Hall and Matthews",Stand-alone bi-directional toolset,Won,3/15/24,3/13/24,New,41700.0,*Partnerships,,,20.0
"Nguyen, Woodard and Castillo",Profit-focused interactive superstructure,Open,10/31/24,3/4/24,Upsell,41700.0,No Known Campaign Source,,Business Organizations; Closely Held Companies & Family Businesses; Real Estate,23.0
"Smith, Rogers and Anthony",Streamlined 3rdgeneration infrastructure,Open,11/15/24,11/14/23,Upsell,41700.0,Check-in Call,,Labor & Employment; Litigation; Trusts & Estates,26.0
Murray-Ramirez,Cross-platform regional encryption,Lost,7/23/24,11/14/23,New,41700.0,BDR Outreach,Inertia (Provide Details),,18.0
Ball PLC,Synchronized grid-enabled database,Lost,4/7/24,11/8/23,New,41700.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),Family; Litigation; Trusts & Estates,21.0
Luna-Ross,Profound stable hierarchy,Lost,4/23/24,10/27/23,New,41700.0,Cold Call,Inertia (Provide Details),,20.0
"Franklin, Watkins and Austin",Front-line holistic methodology,Lost,4/30/24,9/26/23,New,41700.0,BDR Outreach,Inertia (Provide Details),,18.0
Anderson-Eaton,Multi-layered didactic secured line,Lost,9/12/24,6/20/23,New,41700.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,22.0
"Rodriguez, Henry and Park",Right-sized zero administration productivity,Lost,1/31/24,5/17/23,New,41700.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,23.0
Jackson-Ortiz,Inverse foreground firmware,Lost,9/7/23,5/17/23,New,41700.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Business Organizations; Elder,4.0
Maddox and Sons,User-friendly empowering strategy,Lost,6/26/24,5/12/23,New,41700.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,12.0
Smith Ltd,Secured multi-state success,Lost,1/31/24,3/22/23,New,41700.0,Demo Requests-Coyote-Website MQLs-071322,Price (Provide Details),,10.0
Hawkins LLC,Reverse-engineered methodical standardization,Won,6/9/23,3/7/23,New,41700.0,Website Demo + Contact Us - Form Submissions,,Administrative; Appellate; Commercial; Corporate Governance; Employee Benefits; Finance & Banking; Insurance; Litigation,20.0
Gutierrez Inc,Profound dynamic Internet solution,Lost,10/2/23,2/27/23,New,41700.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,16.0
"Glover, Guzman and Page",Extended grid-enabled algorithm,Lost,3/2/23,2/16/23,New,41700.0,Referred by Vendor,Functionality (Provide Details),Government,22.0
Zavala-Garcia,Persevering heuristic emulation,Lost,9/13/23,2/7/23,New,41700.0,email-webinar-Coyote Overview with Lucas-1-082422,Inertia (Provide Details),Business Organizations; Contracts; Mergers & Acquisitions; Trusts & Estates,4.0
"Smith, Donaldson and Garner",User-centric impactful ability,Won,4/17/23,2/3/23,New,41700.0,Referred by Employee,,Not Applicable; Other,20.0
Logan Ltd,Customer-focused coherent productivity,Lost,4/23/24,1/18/23,New,41700.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,18.0
Murphy-Cooper,Reactive leadingedge function,Lost,7/31/24,1/12/23,New,41700.0,BDR Outreach,Inertia (Provide Details),,25.0
"Wagner, Martin and Barnett",Enterprise-wide systemic array,Lost,4/11/23,1/5/23,New,41700.0,Consultant,Inertia (Provide Details),Intellectual Property; Litigation; Patent; Trademark,15.0
"Salazar, Dennis and Roman",Reduced optimizing definition,Lost,1/26/23,12/21/22,New,41700.0,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),,8.0
James-Morris,Intuitive solution-oriented product,Lost,2/16/23,12/5/22,New,41700.0,Consultant,Feature (Provide Details),,10.0
Sanders LLC,Switchable exuding secured line,Lost,4/17/24,11/7/22,New,41700.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,23.0
"Kerr, Parks and Mcdonald",Reactive multimedia firmware,Open,12/25/24,10/3/22,New,41700.0,Former Customer - Referral,,Appellate; Government; Labor & Employment; Malpractice,11.0
Webb LLC,Synchronized zero-defect neural-net,Lost,1/16/24,9/13/22,New,41700.0,BDR Outreach,Inertia (Provide Details),,24.0
"Wilkins, Carroll and Alexander",Synergized optimizing concept,Lost,2/17/23,8/30/22,New,41700.0,Consultant,Inertia (Provide Details),,12.0
Johnson Inc,Customizable bottom-line parallelism,Lost,1/11/23,8/8/22,New,41700.0,Cold Call,Inertia (Provide Details),,30.0
"Solomon, Jackson and Jones",Configurable solution-oriented Local Area Network,Lost,2/6/23,8/5/22,New,41700.0,BDR Outreach,Inertia (Provide Details),,69.0
"Garcia, Wheeler and Wilson",Synergistic eco-centric paradigm,Lost,6/13/24,6/27/22,New,41700.0,BDR Outreach,Inertia (Provide Details),,22.0
"Hull, Hill and Gilmore",Managed optimizing protocol,Lost,6/15/23,6/23/22,New,41700.0,Coyote Transfer Opp,Inertia (Provide Details),,33.0
"Marshall, Lopez and Lowe",Multi-lateral even-keeled artificial intelligence,Lost,12/12/23,6/23/22,New,41700.0,BDR Outreach,Inertia (Provide Details),Business Organizations; Elder; Real Estate,1.0
Jones and Sons,Future-proofed modular encryption,Lost,2/16/23,6/20/22,New,41700.0,BDR Outreach,Inertia (Provide Details),,18.0
Williamson-Harris,Front-line mission-critical approach,Lost,2/27/23,6/16/22,New,41700.0,Cold Call,Inertia (Provide Details),,11.0
"Jones, Myers and Yu",Organized contextually-based knowledgebase,Lost,10/10/23,6/7/22,New,41700.0,Cold Call,Inertia (Provide Details),,36.0
Cuevas-Roy,Reverse-engineered zero administration paradigm,Lost,2/16/23,5/31/22,New,41700.0,BDR Outreach,Inertia (Provide Details),,11.0
Allen-Stevens,Managed multimedia protocol,Lost,4/10/23,5/19/22,New,41700.0,RSVP-National ALA-cocktail party-MAY 22,Inertia (Provide Details),Employee Benefits; Insurance; Labor & Employment,23.0
Thomas LLC,Pre-emptive mobile approach,Lost,3/31/23,5/2/22,New,41700.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,31.0
Garza-Roberts,Team-oriented interactive success,Lost,7/10/23,4/26/22,New,41700.0,BDR Outreach,Inertia (Provide Details),,28.0
Mercado and Sons,Visionary bi-directional Local Area Network,Lost,6/26/24,2/12/21,New,41700.0,Consultant,Inertia (Provide Details),,27.0
Nelson Ltd,Reactive zero tolerance open system,Lost,8/1/24,4/24/24,New,42000.0,BDR Outreach,Inertia (Provide Details),,20.0
Johnson LLC,Re-engineered 24/7 capacity,Lost,11/4/24,10/16/23,New,42000.0,"Report-Ari Kaplan Leadership, Growth, and Profitability-081023",Inertia (Provide Details),,16.0
Bradley and Sons,Universal radical knowledgebase,Lost,4/7/24,6/5/23,New,42000.0,Cold Call,Inertia (Provide Details),,18.0
Briggs-Vasquez,Grass-roots intangible matrices,Lost,5/5/23,6/30/22,New,42000.0,BDR Outreach,Inertia (Provide Details),,18.0
Booth-West,Ameliorated upward-trending ability,Lost,1/4/23,5/19/22,New,42000.0,BDR Outreach,Inertia (Provide Details),Bankruptcy; Business Organizations; Commercial; Construction; Corporate & Securities; Environmental; Finance & Banking; Healthcare; Insurance; Intellectual Property; Labor & Employment; Litigation; Real Estate; Tax,21.0
Dudley PLC,Fundamental didactic moratorium,Lost,6/12/24,10/29/23,Upsell,42480.0,Cold Call,Inertia (Provide Details),Antitrust,49.0
Gonzalez Ltd,Cloned systematic implementation,Lost,6/12/24,2/14/23,Cross-Sell,43200.0,Demo Request-Inbound ContactEase Cross-Sells,Inertia (Provide Details),Business Organizations; Corporate & Securities; Patent,171.0
Hall-Kelly,Customizable regional help-desk,Open,12/30/24,7/6/22,Upsell,43680.0,Cold Call,,Administrative; Bankruptcy; Business Organizations; Cannibis; Commercial; Commercial Transactions; Construction; Government; Labor & Employment; Land Use & Zoning; Trusts & Estates; Water,37.0
Gonzales PLC,Horizontal discrete framework,Lost,7/1/24,3/6/24,New,43896.0,email-IGNITE 2024-invite-2-010423,Inertia (Provide Details),,19.0
Day Inc,Horizontal solution-oriented frame,Lost,3/21/24,11/29/19,New,44100.0,Cold Call,Inertia (Provide Details),,38.0
"Brown, Mcguire and Hernandez",Balanced mission-critical emulation,Won,8/7/24,11/1/22,New,44160.0,Demo Requests-Coyote-Website MQLs-071322,,Litigation,32.0
"Barnes, Dickson and Garcia",Down-sized even-keeled frame,Lost,10/25/24,2/8/24,New,44400.0,Cold Call,Inertia (Provide Details),,139.0
Pierce LLC,Decentralized static matrix,Lost,9/26/23,8/14/23,New,44400.0,Cold Call,Functionality (Provide Details),,124.0
Smith-Compton,Proactive attitude-oriented model,Lost,1/18/24,7/21/23,Cross-Sell,44400.0,Referred by Employee,Inertia (Provide Details),Corporate & Securities; Family; Land Use & Zoning,96.0
Brewer-Bennett,Implemented discrete support,Lost,1/24/24,3/30/23,Cross-Sell,44400.0,IGNITE-2023-registrants-013023,Inertia (Provide Details),Commercial; Labor & Employment; Real Estate,113.0
Price Inc,Fundamental empowering definition,Lost,6/12/24,8/26/22,Cross-Sell,44400.0,DEMO REQUEST-2022 ILTA event-Dueling Pianos Bobby McKeys-080522,Inertia (Provide Details),Commercial; Family; Personal Injury; Workers Compensation,95.0
"Lee, Caldwell and King",Synchronized homogeneous contingency,Lost,1/3/24,11/1/23,New,45312.0,email-ContactEase-CRM-102523,Inertia (Provide Details),,28.0
Gonzalez-Martinez,Horizontal intermediate intranet,Lost,1/8/23,9/14/22,Upsell,45624.0,Cold Call,Price (Provide Details),Arbitration; Construction; Other; Water,24.0
Dunlap Inc,Ameliorated systemic application,Lost,2/15/24,12/8/23,Upsell,45900.0,Check-in Call,Functionality (Provide Details),,21.0
Burns-Farmer,Networked leadingedge array,Open,11/27/24,2/6/23,Upsell,45900.0,Check-in Call,,Copyright; Intellectual Property; Mergers & Acquisitions,28.0
"Williams, Hodge and Simmons",User-centric mobile matrix,Lost,3/22/24,10/25/22,New,45900.0,Inbound-Demo-ALA,Inertia (Provide Details),,30.0
"Reed, Day and Dean",Compatible discrete conglomeration,Open,12/30/24,7/6/22,Upsell,45900.0,Cold Call,,Appellate,26.0
Wheeler Inc,Vision-oriented solution-oriented analyzer,Lost,11/10/23,7/6/22,Upsell,45900.0,No Known Campaign Source,Inertia (Provide Details),Corporate Governance; Government; International; Litigation; Other,24.0
Miller-Santiago,Upgradable national success,Lost,9/17/24,7/6/22,Upsell,45900.0,Check-in Call,Inertia (Provide Details),Administrative,18.0
"Mendez, Price and Adams",Mandatory motivating open architecture,Lost,6/12/24,7/6/22,Upsell,45900.0,No Known Campaign Source,Inertia (Provide Details),Construction; Education; Environmental; Family; Labor & Employment; Land Use & Zoning; Litigation; Other; Trusts & Estates,20.0
Romero-Bright,Exclusive zero tolerance productivity,Lost,5/1/23,7/6/22,Upsell,45900.0,Check-in Call,Price (Provide Details),Class Actions; Commercial; Construction; Litigation; Other; Personal Injury; Product Liability; Professional Responsibility; Transportation,14.0
"Sharp, Wells and Williams",Progressive 3rdgeneration concept,Lost,1/3/23,6/22/22,New,45900.0,Coyote Transfer Opp,Inertia (Provide Details),,42.0
Williams Group,Grass-roots non-volatile neural-net,Lost,4/10/23,6/22/22,New,45900.0,Coyote Transfer Opp,Inertia (Provide Details),,30.0
David-Hill,Synchronized homogeneous model,Won,8/31/23,5/24/21,Upsell,45900.0,No Known Campaign Source,,Class Actions; Insurance; Labor & Employment; Litigation; Product Liability,19.0
Bonilla-Chandler,Right-sized logistical firmware,Won,6/23/23,7/6/22,Upsell,46200.0,No Known Campaign Source,,Appellate; Construction; Education; Energy; Environmental; Labor & Employment; Litigation; Other; Public Finance,41.0
Collins-Sims,Cross-group upward-trending circuit,Open,11/20/24,7/6/22,Upsell,46500.0,Coyote Transfer Opp,,Appellate; Cannibis; Commercial; Construction; Environmental; Healthcare; Labor & Employment; Other; Product Liability; Transportation,16.0
Powers-Thompson,Mandatory zero-defect portal,Lost,6/10/24,3/13/24,Upsell,46776.0,Check-in Call,Price (Provide Details),Appellate; Business Organizations; Commercial; Commercial Transactions; Construction; Healthcare; Insurance; Litigation; Other; Product Liability; Transportation,27.0
Simon-Williams,Vision-oriented didactic project,Won,7/21/23,11/10/22,New,46800.0,Cold Call,,Intellectual Property; Patent,30.0
"Hudson, Cardenas and Davidson",Visionary dedicated budgetary management,Lost,9/16/24,1/16/24,New,46920.0,WR-Demo Request-0523-Research:Coyote Analytics-PG1099A1,Inertia (Provide Details),,17.0
"Berger, Cummings and Beck",Re-contextualized foreground success,Lost,3/28/24,6/22/23,New,46920.0,email-ContactEase-062023,Inertia (Provide Details),,14.0
"Hall, Shields and Stafford",Organized 24hour benchmark,Open,12/9/24,7/6/22,Upsell,47040.0,Check-in Call,,Construction; Corporate & Securities; Corporate Governance; Intellectual Property; International; Labor & Employment; Nonprofit Organizations; Other; Real Estate; Trusts & Estates; White Collar,18.0
Mullen LLC,Inverse discrete data-warehouse,Won,7/31/24,6/12/24,Upsell,47400.0,No Known Campaign Source,,Bankruptcy; Family; Intellectual Property; Labor & Employment; Real Estate; Trusts & Estates,14.0
Little-Hendrix,Networked motivating challenge,Open,10/31/24,6/25/24,Upsell,47628.0,Cold Call,,Construction; Consumer Protection; Litigation; Other; Product Liability; Real Estate,19.0
